9	4	6	7	1
7	2	3	3	0
19	2	5	5	1
6	4	4	5	0
9	2	6	7	1
7	4	3	3	1
18	4	5	5	1
7	2	4	5	0
26	5	2	3	1
10	3	5	3	1
13	3	4	6	0
25	5	3	7	0
23	2	6	4	0
15	5	5	2	0
3	2	5	5	0
19	4	6	6	1
26	5	7	4	0
15	4	6	7	0
26	3	7	7	0
26	4	6	4	0
21	3	3	3	0
26	4	5	4	0
26	2	6	5	0
26	3	6	6	0
26	3	3	4	0
26	3	3	4	0
26	4	5	5	0
26	2	2	6	0
26	4	6	4	0
26	3	3	5	0
15	3	4	4	0
26	2	6	2	0
4	4	3	3	0
23	2	5	4	0
26	2	6	3	0
26	3	3	6	0
9	4	6	7	1
19	4	6	6	1
7	4	3	3	1
9	4	6	7	1
9	4	6	7	1
7	4	7	3	0
18	4	2	5	1
11	3	4	5	0
22	4	5	3	0
10	4	5	3	1
19	3	6	6	1
23	5	5	7	0
13	3	3	2	0
6	4	3	3	1
26	4	3	3	1
26	4	6	6	1
3	5	7	4	0
26	3	5	3	1
13	3	3	7	0
26	3	7	6	0
26	4	3	3	1
20	4	5	4	0
26	4	3	3	1
6	4	4	6	1
3	4	6	5	0
26	5	6	5	1
26	3	7	4	0
26	2	2	6	0
26	3	6	4	1
26	4	4	5	1
25	5	6	6	0
26	4	2	4	0
26	3	6	4	1
