8	3	3	7	0
10	3	4	3	1
9	2	6	4	0
18	3	6	5	0
8	3	3	7	0
10	3	4	3	1
10	3	6	4	1
17	2	6	5	0
5	4	4	3	0
4	2	3	5	0
7	5	6	7	0
6	4	2	3	0
26	4	4	6	0
26	3	5	2	0
25	2	6	4	0
11	5	7	4	0
24	3	6	5	0
10	3	3	7	0
25	3	4	6	0
15	5	3	4	0
17	3	4	2	0
16	3	5	3	0
25	2	6	4	0
26	3	3	5	0
26	4	2	4	0
26	3	7	5	0
26	4	3	7	0
26	5	5	7	0
26	5	7	3	0
26	2	4	3	0
26	4	6	6	0
2	4	4	6	0
2	3	4	3	0
26	3	5	3	0
17	2	6	2	0
26	3	4	5	0
8	3	3	7	1
10	3	6	4	1
9	2	6	4	1
18	3	6	5	0
8	3	3	7	1
8	3	3	7	1
9	3	6	4	1
10	2	6	4	1
4	4	3	3	0
5	2	4	5	0
6	4	6	7	0
6	4	6	7	0
26	4	5	2	0
26	3	4	6	0
26	5	7	4	0
25	4	2	4	0
26	3	6	5	0
26	3	6	5	0
25	3	3	4	0
15	5	4	6	0
26	3	3	7	0
16	4	5	3	0
2	2	6	6	0
26	4	6	5	0
7	5	2	2	0
17	3	4	3	0
15	5	4	6	0
26	5	5	7	0
26	2	7	3	0
9	2	6	4	1
26	4	3	4	0
26	5	7	3	0
26	2	2	5	0
4	3	3	3	0
26	3	5	2	0
26	3	3	4	0

